snapshot,category,scope,rank,brand,vendor,avg_monthly_searches,share_pct,mom_pct,yoy_pct
2026-07,languages,SG,7,"TypeScript","Web",1900,3.1,0,-20.8
2026-07,languages,SG,8,"C++","Systems",1900,3.1,0,-20.8
2026-07,languages,SG,9,"Kotlin","JVM / mobile",1300,2.2,-12,-45
2026-07,languages,SG,10,"C#","General purpose",880,1.5,0,-12
2026-07,languages,SG,11,"Rust","Systems",880,1.5,0,-18.2
2026-07,languages,SG,12,"R","Data / stats",480,0.8,0,-45.8
2026-07,languages,SG,13,"Ruby","Web",40,0.1,150,0
2026-07,languages,SG,14,"Swift","Apple",30,0,-50,-80
2026-07,languages,SA,1,"Python","General purpose",22200,40.3,0,0
2026-07,languages,SA,2,"JavaScript","Web",8100,14.7,0,-18.2
2026-07,languages,SA,3,"Java","General purpose",8100,14.7,-18.2,-33.3
2026-07,languages,SA,4,"C++","Systems",6600,12,-70.4,26.3
2026-07,languages,SA,5,"SQL","Data",5400,9.8,-33.3,0
2026-07,languages,SA,6,"PHP","Web",2400,4.4,-34.5,0
2026-07,languages,SA,7,"C#","General purpose",590,1.1,0,-18.7
2026-07,languages,SA,8,"TypeScript","Web",480,0.9,0,-18.6
2026-07,languages,SA,9,"Kotlin","JVM / mobile",480,0.9,0,0
2026-07,languages,SA,10,"Go","Systems",320,0.6,23.8,-18.7
2026-07,languages,SA,11,"Rust","Systems",320,0.6,176.9,125
2026-07,languages,SA,12,"R","Data / stats",110,0.2,-36.4,-22.2
2026-07,languages,SA,13,"Ruby","Web",20,0,600,600
2026-07,languages,SA,14,"Swift","Apple",10,0,0,0
